committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00502906,FACEBOOK INC. PAC,2015,YE,2.01601E+17,23,152DB43649483D95F19,1043997,CCM,CAMPAIGN COMMITTEE,C00308676,C00308676,WYDEN FOR SENATE,OR,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 PRIMARY,,,42275,1500,S,SENATE,,S6OR00110,"WYDEN, RON L.",RON,WYDEN,L.,,,OR,OREGON,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01292E+18,PORTLAND,97232,CONTRIBUTIONS,,2016,SB,4.01292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201601289004695121,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M4,2.01604E+17,23,C3EA5B9C273A5BC8E37,1065956,CCM,CAMPAIGN COMMITTEE,C00104752,C00104752,HATCH ELECTION COMMITTEE INC,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,42460,1500,S,SENATE,,S6UT00063,"HATCH, ORRIN GRANT",ORRIN,HATCH,GRANT,,,UT,UTAH,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04212E+18,WASHINGTON,20027,CONTRIBUTIONS,,2016,SB,4.05022E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201604209014501853,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M4,2.01604E+17,23,BB011F2AB2994C486FF,1065956,CCM,CAMPAIGN COMMITTEE,C00476820,C00476820,JOHNSON FOR CONGRESS,OH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 PRIMARY,,,42443,1500,H,HOUSE,6,H0OH06189,"JOHNSON, WILLIAM L.",WILLIAM,JOHNSON,L.,,,OH,OHIO,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04212E+18,MARIETTA,45750,CONTRIBUTIONS,,2016,SB,4.05022E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201604209014501853,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M10,2.0161E+17,23,C2162973872FB0754DE,1110548,PAC,POLITICAL ACTION COMMITTEE,C00491654,C00491654,CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,VA,CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 CONTRIBUTION,,,42628,1500,,,,,,,,,,,,,P2016,CONTRIBUTION,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10192E+18,ALEXANDRIA,22314,CONTRIBUTIONS,,2016,SB,4.11042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033067026,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M10,2.0161E+17,23,223D67DB00AFFE2A62E,1110548,PAC,POLITICAL ACTION COMMITTEE,C00442368,C00442368,COMMON VALUES PAC,VA,COMMON VALUES PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 CONTRIBUTION,,,42628,1500,,,,,,,,,,,,,P2016,CONTRIBUTION,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10192E+18,ALEXANDRIA,22314,CONTRIBUTIONS,,2016,SB,4.11042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033067027,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M10,2.0161E+17,23,02CBEBA707219B011B8,1110548,CCM,CAMPAIGN COMMITTEE,C00464297,C00464297,FRIENDS OF KELLY AYOTTE INC,NH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42628,1500,S,SENATE,,S0NH00235,"AYOTTE, KELLY ANN",KELLY,AYOTTE,ANN,,,NH,NEW HAMPSHIRE,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10192E+18,MANCHESTER,31050937,CONTRIBUTIONS,,2016,SB,4.11042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033067032,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M10,2.0161E+17,23,3C159D996DC8CA53EA7,1110548,CCM,CAMPAIGN COMMITTEE,C00500207,C00500207,FRIENDS OF SUSAN BROOKS,IN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42628,1500,H,HOUSE,5,H2IN05082,"BROOKS, SUSAN W.",SUSAN,BROOKS,W.,,,IN,INDIANA,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10192E+18,INDIANAPOLIS,462601308,CONTRIBUTIONS,,2016,SB,4.11042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033067033,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M10,2.0161E+17,23,765C3977BE64F8F37CF,1110548,CCM,CAMPAIGN COMMITTEE,C00230482,C00230482,GRASSLEY COMMITTEE INC,IA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42636,1500,S,SENATE,,S0IA00028,"GRASSLEY, CHARLES E.",CHARLES,GRASSLEY,E.,,,IA,IOWA,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10192E+18,DES MOINES,503041000,CONTRIBUTIONS,,2016,SB,4.11042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033067033,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M10,2.0161E+17,23,A80A547D6DD9BEDB8A5,1110548,PAC,POLITICAL ACTION COMMITTEE,C00440032,C00440032,PROMOTING OUR REPUBLICAN TEAM PAC,OH,PROMOTING OUR REPUBLICAN TEAM PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 CONTRIBUTION,,,42628,1500,,,,,,,,,,,,,P2016,CONTRIBUTION,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10192E+18,CINCINNATI,452442768,CONTRIBUTIONS,,2016,SB,4.11042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033067045,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M10,2.0161E+17,23,92EC8E6E8ED1E255726,1110548,CCM,CAMPAIGN COMMITTEE,C00540302,C00540302,TIM SCOTT FOR SENATE,SC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42628,1500,S,SENATE,,S4SC00240,"SCOTT, TIMOTHY EUGENE",TIMOTHY,SCOTT,EUGENE,,,SC,SOUTH CAROLINA,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10192E+18,CHARLESTON,294075305,CONTRIBUTIONS,,2016,SB,4.11042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033067049,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,30G,2.01612E+17,23,107482F2B1FF0330BD2,1131869,PAC,POLITICAL ACTION COMMITTEE,C00409110,C00409110,GREEN MOUNTAIN PAC,VT,GREEN MOUNTAIN PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 CONTRIBUTION,,,42676,1500,,,,,,,,,,,,,P2016,CONTRIBUTION,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.12082E+18,MONTPELIER,5601,CONTRIBUTIONS,,2016,SB,4.12192E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201612089037810266,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,30G,2.01612E+17,23,2E63E15FB84B7F03A55,1131869,CCM,CAMPAIGN COMMITTEE,C00482984,C00482984,RON JOHNSON FOR SENATE INC,WI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42676,1500,S,SENATE,,S0WI00197,"JOHNSON, RONALD H.",RONALD,JOHNSON,H.,,,WI,WISCONSIN,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.12082E+18,OSHKOSH,54901,CONTRIBUTIONS,,2016,SB,4.12192E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201612089037810268,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,30G,2.01612E+17,23,84416DF03F3A38A1BBB,1131869,CCM,CAMPAIGN COMMITTEE,C00546853,C00546853,WALTERS FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42676,1500,H,HOUSE,45,H4CA45097,"WALTERS, MIMI K.",MIMI,WALTERS,K.,,,CA,CALIFORNIA ,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.12082E+18,IRVINE,92618,CONTRIBUTIONS,,2016,SB,4.12192E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201612089037810271,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,30G,2.01612E+17,23,FB8B5BC9E1F7FBCF8AA,1131869,CCM,CAMPAIGN COMMITTEE,C00308676,C00308676,WYDEN FOR SENATE,OR,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42678,1500,S,SENATE,,S6OR00110,"WYDEN, RON L.",RON,WYDEN,L.,,,OR,OREGON,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.12082E+18,PORTLAND,97232,CONTRIBUTIONS,,2016,SB,4.12192E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201612089037810271,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2015,MY,2.01601E+17,23,67BCB5596EFC5E4BFCE,1043994,CCM,CAMPAIGN COMMITTEE,C00384057,C00384057,COMMITTEE TO RE-ELECT LINDA SANCHEZ,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 PRIMARY,,,42159,2000,H,HOUSE,38,H2CA39078,"SANCHEZ, LINDA T.",LINDA,SANCHEZ,T.,,,CA,CALIFORNIA ,P2016,,PRIMARY,2016,N,NO CHANGE,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01292E+18,WASHINGTON,20003,CONTRIBUTIONS,,2016,SB,4.01292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201601289004694865,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2015,MY,2.01601E+17,23,04E19235A228C377E50,1043994,CCM,CAMPAIGN COMMITTEE,C00255562,C00255562,FRIENDS OF JIM CLYBURN,SC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 PRIMARY,,,42159,2000,H,HOUSE,6,H2SC02042,"CLYBURN, JAMES E.",JAMES,CLYBURN,E.,,,SC,SOUTH CAROLINA,P2016,,PRIMARY,2016,N,NO CHANGE,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01292E+18,COLUMBIA,29211,CONTRIBUTIONS,,2016,SB,4.01292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201601289004694866,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2015,MY,2.01601E+17,23,168312E5EBE75237284,1043994,CCM,CAMPAIGN COMMITTEE,C00409219,C00409219,MATSUI FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 PRIMARY,,,42159,2000,H,HOUSE,6,H6CA05195,"MATSUI, DORIS O.",DORIS,MATSUI,O.,,,CA,CALIFORNIA ,P2016,,PRIMARY,2016,N,NO CHANGE,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01292E+18,SACRAMENTO,95812,CONTRIBUTIONS,,2016,SB,4.01292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201601289004694875,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2015,MY,2.01601E+17,23,1967B3D4F0A0A3D50AA,1043994,CCM,CAMPAIGN COMMITTEE,C00226522,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,MA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 PRIMARY,,,42159,2000,H,HOUSE,1,H8MA02041,"NEAL, RICHARD EDMUND",RICHARD,NEAL,EDMUND,,,MA,MASSACHUSETTS,P2016,,PRIMARY,2016,N,NO CHANGE,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01292E+18,SPRINGFIELD,1108,CONTRIBUTIONS,,2016,SB,4.01292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201601289004694880,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2015,MY,2.01601E+17,23,E904CAE66B9B845E5C9,1043994,CCM,CAMPAIGN COMMITTEE,C00385526,C00385526,THE RICHARD BURR COMMITTEE,NC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42090,2000,S,SENATE,,S4NC00089,"BURR, RICHARD M.",RICHARD,BURR,M.,,,NC,NORTH CAROLINA,G2016,,GENERAL,2016,N,NO CHANGE,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01292E+18,WINSTON-SALEM,27113,CONTRIBUTIONS,,2016,SB,4.01292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201601289004694882,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2015,YE,2.01601E+17,23,EA3D0323A1F53B00B0E,1043997,CCM,CAMPAIGN COMMITTEE,C00401190,C00401190,BUTTERFIELD FOR CONGRESS,NC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 PRIMARY,,,42305,2000,H,HOUSE,1,H4NC01046,"BUTTERFIELD, G. K.",G.,BUTTERFIELD,K.,,,NC,NORTH CAROLINA,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01292E+18,RALEIGH,27601,CONTRIBUTIONS,,2016,SB,4.01292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201601289004695097,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2015,YE,2.01601E+17,23,1BE0D5BAE40140B0805,1043997,CCM,CAMPAIGN COMMITTEE,C00394866,C00394866,"CHARLES BOUSTANY JR. MD FOR CONGRESS, INC.",LA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 PRIMARY,,,42272,2000,H,HOUSE,3,H4LA07029,"BOUSTANY, CHARLES WILLIAM JR.",CHARLES,BOUSTANY,WILLIAM,,JR.,LA,LOUISIANA,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01292E+18,LAFAYETTE,705980126,CONTRIBUTIONS,,2016,SB,4.01292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201601289004695098,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2015,YE,2.01601E+17,23,BBEC20E0C2E54B687D9,1043997,CCM,CAMPAIGN COMMITTEE,C00311639,C00311639,DIANA DEGETTE FOR CONGRESS,CO,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 PRIMARY,,,42324,2000,H,HOUSE,1,H6CO01141,"DEGETTE, DIANA L.",DIANA,DEGETTE,L.,,,CO,COLORADO ,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01292E+18,DENVER,802068337,CONTRIBUTIONS,,2016,SB,4.01292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201601289004695101,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2015,YE,2.01601E+17,23,7A57CB7BDF3F12BF6CC,1043997,CCM,CAMPAIGN COMMITTEE,C00443705,C00443705,JACKIE SPEIER FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 PRIMARY,,,42272,2000,H,HOUSE,14,H8CA12171,"SPEIER, K. JACQUELINE",K. JACQUELINE,SPEIER,,,,CA,CALIFORNIA ,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01292E+18,BURLINGAME,94011,CONTRIBUTIONS,,2016,SB,4.01292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201601289004695107,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2015,YE,2.01601E+17,23,D01ADFD4F09ACCBF814,1043997,CCM,CAMPAIGN COMMITTEE,C00312017,C00312017,KIND FOR CONGRESS COMMITTEE,WI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 PRIMARY,,,42272,2000,H,HOUSE,3,H6WI03099,"KIND, RONALD JAMES",RONALD,KIND,JAMES,,,WI,WISCONSIN,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01292E+18,LA CROSSE,54603,CONTRIBUTIONS,,2016,SB,4.01292E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201601289004695108,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M4,2.01604E+17,23,CE119EBAB767C97D6DF,1065956,CCM,CAMPAIGN COMMITTEE,C00436386,C00436386,FRIENDS OF JOHN BARRASSO,WY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,42460,2000,S,SENATE,,S6WY00068,"BARRASSO, JOHN ANTHONY",JOHN,BARRASSO,ANTHONY,,,WY,WYOMING,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04212E+18,CASPER,82605,CONTRIBUTIONS,,2016,SB,4.05022E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201604209014501851,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M7,2.01607E+17,23,4C9C7C05DBAE2A6CBEC,1089501,CCM,CAMPAIGN COMMITTEE,C00257121,C00257121,CITIZENS FOR RUSH,IL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42550,2000,H,HOUSE,1,H2IL01042,"RUSH, BOBBY LEE",BOBBY,RUSH,LEE,,,IL,ILLINOIS,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,CHICAGO,606807292,CONTRIBUTIONS,,2016,SB,4.08022E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201607209021696455,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M7,2.01607E+17,23,10C43CDD5FA2C2B5035,1089501,CCM,CAMPAIGN COMMITTEE,C00415331,C00415331,CLARKE FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42550,2000,H,HOUSE,9,H4NY11138,"CLARKE, YVETTE DIANA",YVETTE,CLARKE,DIANA,,,NY,NEW YORK,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,HOLLIS,11412,CONTRIBUTIONS,,2016,SB,4.08022E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201607209021696455,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M7,2.01607E+17,23,EA198A81B98E4E0357A,1089501,CCM,CAMPAIGN COMMITTEE,C00255562,C00255562,FRIENDS OF JIM CLYBURN,SC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42550,2000,H,HOUSE,6,H2SC02042,"CLYBURN, JAMES E.",JAMES,CLYBURN,E.,,,SC,SOUTH CAROLINA,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,COLUMBIA,29211,CONTRIBUTIONS,,2016,SB,4.08022E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201607209021696456,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M7,2.01607E+17,23,939ED71FA9290B74FBA,1089501,CCM,CAMPAIGN COMMITTEE,C00451336,C00451336,RICHMOND FOR CONGRESS,LA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42548,2000,H,HOUSE,2,H8LA02054,"RICHMOND, CEDRIC LEVON",CEDRIC,RICHMOND,LEVON,,,LA,LOUISIANA,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,NEW ORLEANS,70126,CONTRIBUTIONS,,2016,SB,4.08022E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201607209021696458,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M7,2.01607E+17,23,C3396F0A32EE2F38E75,1089501,CCM,CAMPAIGN COMMITTEE,C00464032,C00464032,TOM REED FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 PRIMARY,,,42548,2000,H,HOUSE,23,H0NY29054,"REED, THOMAS W. II.",THOMAS,REED,W.,,II.,NY,NEW YORK,P2016,,PRIMARY,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,ROCHESTER,146100847,CONTRIBUTIONS,,2016,SB,4.08022E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201607209021696459,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M10,2.0161E+17,23,101FD444F3A6D628C56,1110548,CCM,CAMPAIGN COMMITTEE,C00264101,C00264101,BECERRA FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42628,2000,H,HOUSE,34,H2CA30143,"BECERRA, XAVIER",XAVIER,BECERRA,,,,CA,CALIFORNIA ,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10192E+18,LOS ANGELES,90071,CONTRIBUTIONS,,2016,SB,4.11042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033067022,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M10,2.0161E+17,23,ECA6995DFDA1EC52C41,1110548,CCM,CAMPAIGN COMMITTEE,C00460063,C00460063,BILLY LONG FOR CONGRESS,MO,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42628,2000,H,HOUSE,7,H0MO07113,"LONG, WILLIAM H. II",WILLIAM,LONG,H.,,II,MO,MISSOURI,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10192E+18,SPRINGFIELD,658044076,CONTRIBUTIONS,,2016,SB,4.11042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033067023,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2016,M10,2.0161E+17,23,9698FE9B9E45D036E50,1110548,CCM,CAMPAIGN COMMITTEE,C00311043,C00311043,BRADY FOR CONGRESS,TX,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2016 GENERAL,,,42632,2000,H,HOUSE,8,H6TX08100,"BRADY, KEVIN PATRICK",KEVIN,BRADY,PATRICK,,,TX,TEXAS,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,42903.99114,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10192E+18,THE WOODLANDS,773878277,CONTRIBUTIONS,,2016,SB,4.11042E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201610199033067025,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
